"","...1","year","quarter_cycle","GDP_growth_qt","DSPIC_change_pct","UNRATE","CPIAUCSL","R_majorvote_pct","D_majorvote_pct","H_incumbent_party_majorvote_pct","CPIAUCSL.ave","days_until_election","support","emonth","party","R_totalvote_pct","D_totalvote_pct","winner_party","R_support","D_support","R_difference","D_difference"
"174",39,1978,7,66.107,0.776148651,6.2,65.5,45.69,54.31,54.31,64.8,23.5,54,10,"D",45.04,53.54,"D",NA,54,NA,0.460000000000001
"175",39,1978,7,66.107,0.776148651,6.2,65.5,45.69,54.31,54.31,64.8,23.5,32,10,"R",45.04,53.54,"D",32,NA,13.04,NA
"176",39,1978,7,66.107,0.776148651,6.2,65.5,45.69,54.31,54.31,64.8,23,55,10,"D",45.04,53.54,"D",NA,55,NA,1.46
"177",39,1978,7,66.107,0.776148651,6.2,65.5,45.69,54.31,54.31,64.8,23,45,10,"R",45.04,53.54,"D",45,NA,0.0399999999999991,NA
"178",39,1978,7,66.107,0.776148651,6.2,65.5,45.69,54.31,54.31,64.8,31.5,61,10,"D",45.04,53.54,"D",NA,61,NA,7.46
"179",39,1978,7,66.107,0.776148651,6.2,65.5,45.69,54.31,54.31,64.8,31.5,38,10,"R",45.04,53.54,"D",38,NA,7.04,NA
"180",39,1978,7,66.107,0.776148651,6.2,65.5,45.69,54.31,54.31,64.8,31.5,37,10,"D",45.04,53.54,"D",NA,37,NA,16.54
"181",39,1978,7,66.107,0.776148651,6.2,65.5,45.69,54.31,54.31,64.8,31.5,21,10,"R",45.04,53.54,"D",21,NA,24.04,NA
"182",40,1978,8,89.258,0.658360765,5.8,67.1,45.69,54.31,54.31,64.8,21.5,47,10,"D",45.04,53.54,"D",NA,47,NA,6.54
"183",40,1978,8,89.258,0.658360765,5.8,67.1,45.69,54.31,54.31,64.8,19,45,10,"D",45.04,53.54,"D",NA,45,NA,8.54
"184",40,1978,8,89.258,0.658360765,5.8,67.1,45.69,54.31,54.31,64.8,19,26,10,"R",45.04,53.54,"D",26,NA,19.04,NA
"185",40,1978,8,89.258,0.658360765,5.8,67.1,45.69,54.31,54.31,64.8,23.5,54,10,"D",45.04,53.54,"D",NA,54,NA,0.460000000000001
"186",40,1978,8,89.258,0.658360765,5.8,67.1,45.69,54.31,54.31,64.8,23.5,32,10,"R",45.04,53.54,"D",32,NA,13.04,NA
"187",40,1978,8,89.258,0.658360765,5.8,67.1,45.69,54.31,54.31,64.8,23,55,10,"D",45.04,53.54,"D",NA,55,NA,1.46
"188",40,1978,8,89.258,0.658360765,5.8,67.1,45.69,54.31,54.31,64.8,23,45,10,"R",45.04,53.54,"D",45,NA,0.0399999999999991,NA
"189",40,1978,8,89.258,0.658360765,5.8,67.1,45.69,54.31,54.31,64.8,31.5,61,10,"D",45.04,53.54,"D",NA,61,NA,7.46
"190",40,1978,8,89.258,0.658360765,5.8,67.1,45.69,54.31,54.31,64.8,31.5,38,10,"R",45.04,53.54,"D",38,NA,7.04,NA
"191",40,1978,8,89.258,0.658360765,5.8,67.1,45.69,54.31,54.31,64.8,31.5,37,10,"D",45.04,53.54,"D",NA,37,NA,16.54
"192",40,1978,8,89.258,0.658360765,5.8,67.1,45.69,54.31,54.31,64.8,31.5,21,10,"R",45.04,53.54,"D",21,NA,24.04,NA
"193",41,1980,5,21.438,0.345218889,6.3,78,48.72,51.28,51.28,81.55,10.5,48,10,"D",47.93,50.46,"D",NA,48,NA,2.46
"194",41,1980,5,21.438,0.345218889,6.3,78,48.72,51.28,51.28,81.55,10.5,42,10,"R",47.93,50.46,"D",42,NA,5.93,NA
"195",41,1980,5,21.438,0.345218889,6.3,78,48.72,51.28,51.28,81.55,23.5,51,10,"D",47.93,50.46,"D",NA,51,NA,0.539999999999999
"196",41,1980,5,21.438,0.345218889,6.3,78,48.72,51.28,51.28,81.55,23.5,36,10,"R",47.93,50.46,"D",36,NA,11.93,NA
"197",41,1980,5,21.438,0.345218889,6.3,78,48.72,51.28,51.28,81.55,20,33,10,"D",47.93,50.46,"D",NA,33,NA,17.46
"198",41,1980,5,21.438,0.345218889,6.3,78,48.72,51.28,51.28,81.55,20,26,10,"R",47.93,50.46,"D",26,NA,21.93,NA
"199",41,1980,5,21.438,0.345218889,6.3,78,48.72,51.28,51.28,81.55,17,44,10,"D",47.93,50.46,"D",NA,44,NA,6.46
"200",41,1980,5,21.438,0.345218889,6.3,78,48.72,51.28,51.28,81.55,17,37,10,"R",47.93,50.46,"D",37,NA,10.93,NA
"201",42,1980,6,-140.888,-0.876768695,6.9,80.9,48.72,51.28,51.28,81.55,10.5,48,10,"D",47.93,50.46,"D",NA,48,NA,2.46
"202",42,1980,6,-140.888,-0.876768695,6.9,80.9,48.72,51.28,51.28,81.55,10.5,42,10,"R",47.93,50.46,"D",42,NA,5.93,NA
"203",42,1980,6,-140.888,-0.876768695,6.9,80.9,48.72,51.28,51.28,81.55,23.5,51,10,"D",47.93,50.46,"D",NA,51,NA,0.539999999999999
"204",42,1980,6,-140.888,-0.876768695,6.9,80.9,48.72,51.28,51.28,81.55,23.5,36,10,"R",47.93,50.46,"D",36,NA,11.93,NA
"205",42,1980,6,-140.888,-0.876768695,6.9,80.9,48.72,51.28,51.28,81.55,20,33,10,"D",47.93,50.46,"D",NA,33,NA,17.46
"206",42,1980,6,-140.888,-0.876768695,6.9,80.9,48.72,51.28,51.28,81.55,20,26,10,"R",47.93,50.46,"D",26,NA,21.93,NA
"207",42,1980,6,-140.888,-0.876768695,6.9,80.9,48.72,51.28,51.28,81.55,17,44,10,"D",47.93,50.46,"D",NA,44,NA,6.46
"208",42,1980,6,-140.888,-0.876768695,6.9,80.9,48.72,51.28,51.28,81.55,17,37,10,"R",47.93,50.46,"D",37,NA,10.93,NA
"209",43,1980,7,-7.959,1.122321343,7.8,82.6,48.72,51.28,51.28,81.55,10.5,48,10,"D",47.93,50.46,"D",NA,48,NA,2.46
"210",43,1980,7,-7.959,1.122321343,7.8,82.6,48.72,51.28,51.28,81.55,10.5,42,10,"R",47.93,50.46,"D",42,NA,5.93,NA
"211",43,1980,7,-7.959,1.122321343,7.8,82.6,48.72,51.28,51.28,81.55,23.5,51,10,"D",47.93,50.46,"D",NA,51,NA,0.539999999999999
"212",43,1980,7,-7.959,1.122321343,7.8,82.6,48.72,51.28,51.28,81.55,23.5,36,10,"R",47.93,50.46,"D",36,NA,11.93,NA
"213",43,1980,7,-7.959,1.122321343,7.8,82.6,48.72,51.28,51.28,81.55,20,33,10,"D",47.93,50.46,"D",NA,33,NA,17.46
"214",43,1980,7,-7.959,1.122321343,7.8,82.6,48.72,51.28,51.28,81.55,20,26,10,"R",47.93,50.46,"D",26,NA,21.93,NA
"215",43,1980,7,-7.959,1.122321343,7.8,82.6,48.72,51.28,51.28,81.55,17,44,10,"D",47.93,50.46,"D",NA,44,NA,6.46
"216",43,1980,7,-7.959,1.122321343,7.8,82.6,48.72,51.28,51.28,81.55,17,37,10,"R",47.93,50.46,"D",37,NA,10.93,NA
"217",44,1980,8,124.741,1.376287083,7.5,84.7,48.72,51.28,51.28,81.55,10.5,48,10,"D",47.93,50.46,"D",NA,48,NA,2.46
"218",44,1980,8,124.741,1.376287083,7.5,84.7,48.72,51.28,51.28,81.55,10.5,42,10,"R",47.93,50.46,"D",42,NA,5.93,NA
"219",44,1980,8,124.741,1.376287083,7.5,84.7,48.72,51.28,51.28,81.55,23.5,51,10,"D",47.93,50.46,"D",NA,51,NA,0.539999999999999
"220",44,1980,8,124.741,1.376287083,7.5,84.7,48.72,51.28,51.28,81.55,23.5,36,10,"R",47.93,50.46,"D",36,NA,11.93,NA
"221",44,1980,8,124.741,1.376287083,7.5,84.7,48.72,51.28,51.28,81.55,20,33,10,"D",47.93,50.46,"D",NA,33,NA,17.46
"222",44,1980,8,124.741,1.376287083,7.5,84.7,48.72,51.28,51.28,81.55,20,26,10,"R",47.93,50.46,"D",26,NA,21.93,NA
"223",44,1980,8,124.741,1.376287083,7.5,84.7,48.72,51.28,51.28,81.55,17,44,10,"D",47.93,50.46,"D",NA,44,NA,6.46
"224",44,1980,8,124.741,1.376287083,7.5,84.7,48.72,51.28,51.28,81.55,17,37,10,"R",47.93,50.46,"D",37,NA,10.93,NA
"225",45,1982,5,-107.227,0.241294071,8.6,94.4,43.85,56.15,56.15,96.25,22,52,10,"D",43.19,55.29,"D",NA,52,NA,3.29
"226",45,1982,5,-107.227,0.241294071,8.6,94.4,43.85,56.15,56.15,96.25,22,40,10,"R",43.19,55.29,"D",40,NA,3.19,NA
"227",45,1982,5,-107.227,0.241294071,8.6,94.4,43.85,56.15,56.15,96.25,27,48,10,"D",43.19,55.29,"D",NA,48,NA,7.29
"228",45,1982,5,-107.227,0.241294071,8.6,94.4,43.85,56.15,56.15,96.25,27,33,10,"R",43.19,55.29,"D",33,NA,10.19,NA
"229",45,1982,5,-107.227,0.241294071,8.6,94.4,43.85,56.15,56.15,96.25,5.5,51,10,"D",43.19,55.29,"D",NA,51,NA,4.29
"230",45,1982,5,-107.227,0.241294071,8.6,94.4,43.85,56.15,56.15,96.25,5.5,42,10,"R",43.19,55.29,"D",42,NA,1.19,NA
"231",46,1982,6,30.998,0.604399558,9.3,95,43.85,56.15,56.15,96.25,22,52,10,"D",43.19,55.29,"D",NA,52,NA,3.29
"232",46,1982,6,30.998,0.604399558,9.3,95,43.85,56.15,56.15,96.25,22,40,10,"R",43.19,55.29,"D",40,NA,3.19,NA
"233",46,1982,6,30.998,0.604399558,9.3,95,43.85,56.15,56.15,96.25,27,48,10,"D",43.19,55.29,"D",NA,48,NA,7.29
"234",46,1982,6,30.998,0.604399558,9.3,95,43.85,56.15,56.15,96.25,27,33,10,"R",43.19,55.29,"D",33,NA,10.19,NA
"235",46,1982,6,30.998,0.604399558,9.3,95,43.85,56.15,56.15,96.25,5.5,51,10,"D",43.19,55.29,"D",NA,51,NA,4.29
"236",46,1982,6,30.998,0.604399558,9.3,95,43.85,56.15,56.15,96.25,5.5,42,10,"R",43.19,55.29,"D",42,NA,1.19,NA
"237",47,1982,7,-26.095,0.479184411,9.8,97.5,43.85,56.15,56.15,96.25,22,52,10,"D",43.19,55.29,"D",NA,52,NA,3.29
"238",47,1982,7,-26.095,0.479184411,9.8,97.5,43.85,56.15,56.15,96.25,22,40,10,"R",43.19,55.29,"D",40,NA,3.19,NA
"239",47,1982,7,-26.095,0.479184411,9.8,97.5,43.85,56.15,56.15,96.25,27,48,10,"D",43.19,55.29,"D",NA,48,NA,7.29
"240",47,1982,7,-26.095,0.479184411,9.8,97.5,43.85,56.15,56.15,96.25,27,33,10,"R",43.19,55.29,"D",33,NA,10.19,NA
"241",47,1982,7,-26.095,0.479184411,9.8,97.5,43.85,56.15,56.15,96.25,5.5,51,10,"D",43.19,55.29,"D",NA,51,NA,4.29
"242",47,1982,7,-26.095,0.479184411,9.8,97.5,43.85,56.15,56.15,96.25,5.5,42,10,"R",43.19,55.29,"D",42,NA,1.19,NA
"243",48,1982,8,2.716,0.313834606,10.4,98.1,43.85,56.15,56.15,96.25,22,52,10,"D",43.19,55.29,"D",NA,52,NA,3.29
"244",48,1982,8,2.716,0.313834606,10.4,98.1,43.85,56.15,56.15,96.25,22,40,10,"R",43.19,55.29,"D",40,NA,3.19,NA
"245",48,1982,8,2.716,0.313834606,10.4,98.1,43.85,56.15,56.15,96.25,27,48,10,"D",43.19,55.29,"D",NA,48,NA,7.29
"246",48,1982,8,2.716,0.313834606,10.4,98.1,43.85,56.15,56.15,96.25,27,33,10,"R",43.19,55.29,"D",33,NA,10.19,NA
"247",48,1982,8,2.716,0.313834606,10.4,98.1,43.85,56.15,56.15,96.25,5.5,51,10,"D",43.19,55.29,"D",NA,51,NA,4.29
"248",48,1982,8,2.716,0.313834606,10.4,98.1,43.85,56.15,56.15,96.25,5.5,42,10,"R",43.19,55.29,"D",42,NA,1.19,NA
"249",49,1984,5,143.478,1.994519811,8,102.1,47.28,52.72,52.72,103.65,37.5,43,10,"D",46.86,52.26,"D",NA,43,NA,9.26
"250",49,1984,5,143.478,1.994519811,8,102.1,47.28,52.72,52.72,103.65,37.5,38,10,"R",46.86,52.26,"D",38,NA,8.86,NA
"251",49,1984,5,143.478,1.994519811,8,102.1,47.28,52.72,52.72,103.65,13,42,10,"D",46.86,52.26,"D",NA,42,NA,10.26
"252",49,1984,5,143.478,1.994519811,8,102.1,47.28,52.72,52.72,103.65,13,32,10,"R",46.86,52.26,"D",32,NA,14.86,NA
"253",49,1984,5,143.478,1.994519811,8,102.1,47.28,52.72,52.72,103.65,25,39,10,"D",46.86,52.26,"D",NA,39,NA,13.26
"254",49,1984,5,143.478,1.994519811,8,102.1,47.28,52.72,52.72,103.65,25,38,10,"R",46.86,52.26,"D",38,NA,8.86,NA
"255",49,1984,5,143.478,1.994519811,8,102.1,47.28,52.72,52.72,103.65,27.5,39,10,"D",46.86,52.26,"D",NA,39,NA,13.26
"256",49,1984,5,143.478,1.994519811,8,102.1,47.28,52.72,52.72,103.65,27.5,36,10,"R",46.86,52.26,"D",36,NA,10.86,NA
"257",49,1984,5,143.478,1.994519811,8,102.1,47.28,52.72,52.72,103.65,16,44,10,"D",46.86,52.26,"D",NA,44,NA,8.26
"258",49,1984,5,143.478,1.994519811,8,102.1,47.28,52.72,52.72,103.65,16,48,10,"R",46.86,52.26,"D",48,NA,1.14,NA
"259",49,1984,5,143.478,1.994519811,8,102.1,47.28,52.72,52.72,103.65,26,41,10,"D",46.86,52.26,"D",NA,41,NA,11.26
"260",49,1984,5,143.478,1.994519811,8,102.1,47.28,52.72,52.72,103.65,26,30,10,"R",46.86,52.26,"D",30,NA,16.86,NA
"261",49,1984,5,143.478,1.994519811,8,102.1,47.28,52.72,52.72,103.65,14.5,52,10,"D",46.86,52.26,"D",NA,52,NA,0.259999999999998
"262",49,1984,5,143.478,1.994519811,8,102.1,47.28,52.72,52.72,103.65,14.5,44,10,"R",46.86,52.26,"D",44,NA,2.86,NA
"263",49,1984,5,143.478,1.994519811,8,102.1,47.28,52.72,52.72,103.65,14,49,10,"D",46.86,52.26,"D",NA,49,NA,3.26
"264",49,1984,5,143.478,1.994519811,8,102.1,47.28,52.72,52.72,103.65,12,43,10,"D",46.86,52.26,"D",NA,43,NA,9.26
"265",49,1984,5,143.478,1.994519811,8,102.1,47.28,52.72,52.72,103.65,12,37,10,"R",46.86,52.26,"D",37,NA,9.86,NA
"266",49,1984,5,143.478,1.994519811,8,102.1,47.28,52.72,52.72,103.65,14.5,52,10,"D",46.86,52.26,"D",NA,52,NA,0.259999999999998
"267",49,1984,5,143.478,1.994519811,8,102.1,47.28,52.72,52.72,103.65,14.5,41,10,"R",46.86,52.26,"D",41,NA,5.86,NA
"268",49,1984,5,143.478,1.994519811,8,102.1,47.28,52.72,52.72,103.65,9.5,44,10,"D",46.86,52.26,"D",NA,44,NA,8.26
"269",49,1984,5,143.478,1.994519811,8,102.1,47.28,52.72,52.72,103.65,9.5,40,10,"R",46.86,52.26,"D",40,NA,6.86,NA
"270",50,1984,6,129.297,1.664078101,7.7,103.3,47.28,52.72,52.72,103.65,37.5,43,10,"D",46.86,52.26,"D",NA,43,NA,9.26
"271",50,1984,6,129.297,1.664078101,7.7,103.3,47.28,52.72,52.72,103.65,37.5,38,10,"R",46.86,52.26,"D",38,NA,8.86,NA
"272",50,1984,6,129.297,1.664078101,7.7,103.3,47.28,52.72,52.72,103.65,13,42,10,"D",46.86,52.26,"D",NA,42,NA,10.26
"273",50,1984,6,129.297,1.664078101,7.7,103.3,47.28,52.72,52.72,103.65,13,32,10,"R",46.86,52.26,"D",32,NA,14.86,NA
"274",50,1984,6,129.297,1.664078101,7.7,103.3,47.28,52.72,52.72,103.65,25,39,10,"D",46.86,52.26,"D",NA,39,NA,13.26
"275",50,1984,6,129.297,1.664078101,7.7,103.3,47.28,52.72,52.72,103.65,25,38,10,"R",46.86,52.26,"D",38,NA,8.86,NA
"276",50,1984,6,129.297,1.664078101,7.7,103.3,47.28,52.72,52.72,103.65,27.5,39,10,"D",46.86,52.26,"D",NA,39,NA,13.26
"277",50,1984,6,129.297,1.664078101,7.7,103.3,47.28,52.72,52.72,103.65,27.5,36,10,"R",46.86,52.26,"D",36,NA,10.86,NA
"278",50,1984,6,129.297,1.664078101,7.7,103.3,47.28,52.72,52.72,103.65,16,44,10,"D",46.86,52.26,"D",NA,44,NA,8.26
"279",50,1984,6,129.297,1.664078101,7.7,103.3,47.28,52.72,52.72,103.65,16,48,10,"R",46.86,52.26,"D",48,NA,1.14,NA
"280",50,1984,6,129.297,1.664078101,7.7,103.3,47.28,52.72,52.72,103.65,26,41,10,"D",46.86,52.26,"D",NA,41,NA,11.26
"281",50,1984,6,129.297,1.664078101,7.7,103.3,47.28,52.72,52.72,103.65,26,30,10,"R",46.86,52.26,"D",30,NA,16.86,NA
"282",50,1984,6,129.297,1.664078101,7.7,103.3,47.28,52.72,52.72,103.65,14.5,52,10,"D",46.86,52.26,"D",NA,52,NA,0.259999999999998
"283",50,1984,6,129.297,1.664078101,7.7,103.3,47.28,52.72,52.72,103.65,14.5,44,10,"R",46.86,52.26,"D",44,NA,2.86,NA
"284",50,1984,6,129.297,1.664078101,7.7,103.3,47.28,52.72,52.72,103.65,14,49,10,"D",46.86,52.26,"D",NA,49,NA,3.26
"285",50,1984,6,129.297,1.664078101,7.7,103.3,47.28,52.72,52.72,103.65,12,43,10,"D",46.86,52.26,"D",NA,43,NA,9.26
"286",50,1984,6,129.297,1.664078101,7.7,103.3,47.28,52.72,52.72,103.65,12,37,10,"R",46.86,52.26,"D",37,NA,9.86,NA
"287",50,1984,6,129.297,1.664078101,7.7,103.3,47.28,52.72,52.72,103.65,14.5,52,10,"D",46.86,52.26,"D",NA,52,NA,0.259999999999998
"288",50,1984,6,129.297,1.664078101,7.7,103.3,47.28,52.72,52.72,103.65,14.5,41,10,"R",46.86,52.26,"D",41,NA,5.86,NA
"289",50,1984,6,129.297,1.664078101,7.7,103.3,47.28,52.72,52.72,103.65,9.5,44,10,"D",46.86,52.26,"D",NA,44,NA,8.26
"290",50,1984,6,129.297,1.664078101,7.7,103.3,47.28,52.72,52.72,103.65,9.5,40,10,"R",46.86,52.26,"D",40,NA,6.86,NA
"291",51,1984,7,73.391,1.320089186,7.5,104.1,47.28,52.72,52.72,103.65,37.5,43,10,"D",46.86,52.26,"D",NA,43,NA,9.26
"292",51,1984,7,73.391,1.320089186,7.5,104.1,47.28,52.72,52.72,103.65,37.5,38,10,"R",46.86,52.26,"D",38,NA,8.86,NA
"293",51,1984,7,73.391,1.320089186,7.5,104.1,47.28,52.72,52.72,103.65,13,42,10,"D",46.86,52.26,"D",NA,42,NA,10.26
"294",51,1984,7,73.391,1.320089186,7.5,104.1,47.28,52.72,52.72,103.65,13,32,10,"R",46.86,52.26,"D",32,NA,14.86,NA
"295",51,1984,7,73.391,1.320089186,7.5,104.1,47.28,52.72,52.72,103.65,25,39,10,"D",46.86,52.26,"D",NA,39,NA,13.26
"296",51,1984,7,73.391,1.320089186,7.5,104.1,47.28,52.72,52.72,103.65,25,38,10,"R",46.86,52.26,"D",38,NA,8.86,NA
"297",51,1984,7,73.391,1.320089186,7.5,104.1,47.28,52.72,52.72,103.65,27.5,39,10,"D",46.86,52.26,"D",NA,39,NA,13.26
"298",51,1984,7,73.391,1.320089186,7.5,104.1,47.28,52.72,52.72,103.65,27.5,36,10,"R",46.86,52.26,"D",36,NA,10.86,NA
"299",51,1984,7,73.391,1.320089186,7.5,104.1,47.28,52.72,52.72,103.65,16,44,10,"D",46.86,52.26,"D",NA,44,NA,8.26
"300",51,1984,7,73.391,1.320089186,7.5,104.1,47.28,52.72,52.72,103.65,16,48,10,"R",46.86,52.26,"D",48,NA,1.14,NA
"301",51,1984,7,73.391,1.320089186,7.5,104.1,47.28,52.72,52.72,103.65,26,41,10,"D",46.86,52.26,"D",NA,41,NA,11.26
"302",51,1984,7,73.391,1.320089186,7.5,104.1,47.28,52.72,52.72,103.65,26,30,10,"R",46.86,52.26,"D",30,NA,16.86,NA
"303",51,1984,7,73.391,1.320089186,7.5,104.1,47.28,52.72,52.72,103.65,14.5,52,10,"D",46.86,52.26,"D",NA,52,NA,0.259999999999998
"304",51,1984,7,73.391,1.320089186,7.5,104.1,47.28,52.72,52.72,103.65,14.5,44,10,"R",46.86,52.26,"D",44,NA,2.86,NA
"305",51,1984,7,73.391,1.320089186,7.5,104.1,47.28,52.72,52.72,103.65,14,49,10,"D",46.86,52.26,"D",NA,49,NA,3.26
"306",51,1984,7,73.391,1.320089186,7.5,104.1,47.28,52.72,52.72,103.65,12,43,10,"D",46.86,52.26,"D",NA,43,NA,9.26
"307",51,1984,7,73.391,1.320089186,7.5,104.1,47.28,52.72,52.72,103.65,12,37,10,"R",46.86,52.26,"D",37,NA,9.86,NA
"308",51,1984,7,73.391,1.320089186,7.5,104.1,47.28,52.72,52.72,103.65,14.5,52,10,"D",46.86,52.26,"D",NA,52,NA,0.259999999999998
"309",51,1984,7,73.391,1.320089186,7.5,104.1,47.28,52.72,52.72,103.65,14.5,41,10,"R",46.86,52.26,"D",41,NA,5.86,NA
"310",51,1984,7,73.391,1.320089186,7.5,104.1,47.28,52.72,52.72,103.65,9.5,44,10,"D",46.86,52.26,"D",NA,44,NA,8.26
"311",51,1984,7,73.391,1.320089186,7.5,104.1,47.28,52.72,52.72,103.65,9.5,40,10,"R",46.86,52.26,"D",40,NA,6.86,NA
"312",52,1984,8,63.092,0.816198216,7.4,105.1,47.28,52.72,52.72,103.65,37.5,43,10,"D",46.86,52.26,"D",NA,43,NA,9.26
"313",52,1984,8,63.092,0.816198216,7.4,105.1,47.28,52.72,52.72,103.65,37.5,38,10,"R",46.86,52.26,"D",38,NA,8.86,NA
"314",52,1984,8,63.092,0.816198216,7.4,105.1,47.28,52.72,52.72,103.65,13,42,10,"D",46.86,52.26,"D",NA,42,NA,10.26
"315",52,1984,8,63.092,0.816198216,7.4,105.1,47.28,52.72,52.72,103.65,13,32,10,"R",46.86,52.26,"D",32,NA,14.86,NA
"316",52,1984,8,63.092,0.816198216,7.4,105.1,47.28,52.72,52.72,103.65,25,39,10,"D",46.86,52.26,"D",NA,39,NA,13.26
"317",52,1984,8,63.092,0.816198216,7.4,105.1,47.28,52.72,52.72,103.65,25,38,10,"R",46.86,52.26,"D",38,NA,8.86,NA
"318",52,1984,8,63.092,0.816198216,7.4,105.1,47.28,52.72,52.72,103.65,27.5,39,10,"D",46.86,52.26,"D",NA,39,NA,13.26
"319",52,1984,8,63.092,0.816198216,7.4,105.1,47.28,52.72,52.72,103.65,27.5,36,10,"R",46.86,52.26,"D",36,NA,10.86,NA
"320",52,1984,8,63.092,0.816198216,7.4,105.1,47.28,52.72,52.72,103.65,16,44,10,"D",46.86,52.26,"D",NA,44,NA,8.26
"321",52,1984,8,63.092,0.816198216,7.4,105.1,47.28,52.72,52.72,103.65,16,48,10,"R",46.86,52.26,"D",48,NA,1.14,NA
"322",52,1984,8,63.092,0.816198216,7.4,105.1,47.28,52.72,52.72,103.65,26,41,10,"D",46.86,52.26,"D",NA,41,NA,11.26
"323",52,1984,8,63.092,0.816198216,7.4,105.1,47.28,52.72,52.72,103.65,26,30,10,"R",46.86,52.26,"D",30,NA,16.86,NA
"324",52,1984,8,63.092,0.816198216,7.4,105.1,47.28,52.72,52.72,103.65,14.5,52,10,"D",46.86,52.26,"D",NA,52,NA,0.259999999999998
"325",52,1984,8,63.092,0.816198216,7.4,105.1,47.28,52.72,52.72,103.65,14.5,44,10,"R",46.86,52.26,"D",44,NA,2.86,NA
"326",52,1984,8,63.092,0.816198216,7.4,105.1,47.28,52.72,52.72,103.65,14,49,10,"D",46.86,52.26,"D",NA,49,NA,3.26
"327",52,1984,8,63.092,0.816198216,7.4,105.1,47.28,52.72,52.72,103.65,12,43,10,"D",46.86,52.26,"D",NA,43,NA,9.26
"328",52,1984,8,63.092,0.816198216,7.4,105.1,47.28,52.72,52.72,103.65,12,37,10,"R",46.86,52.26,"D",37,NA,9.86,NA
"329",52,1984,8,63.092,0.816198216,7.4,105.1,47.28,52.72,52.72,103.65,14.5,52,10,"D",46.86,52.26,"D",NA,52,NA,0.259999999999998
"330",52,1984,8,63.092,0.816198216,7.4,105.1,47.28,52.72,52.72,103.65,14.5,41,10,"R",46.86,52.26,"D",41,NA,5.86,NA
"331",52,1984,8,63.092,0.816198216,7.4,105.1,47.28,52.72,52.72,103.65,9.5,44,10,"D",46.86,52.26,"D",NA,44,NA,8.26
"332",52,1984,8,63.092,0.816198216,7.4,105.1,47.28,52.72,52.72,103.65,9.5,40,10,"R",46.86,52.26,"D",40,NA,6.86,NA
"333",53,1986,5,75.364,1.314595277,6.7,109.9,44.81,55.19,55.19,109.575,21.5,51,10,"D",44.41,54.69,"D",NA,51,NA,3.69
"334",53,1986,5,75.364,1.314595277,6.7,109.9,44.81,55.19,55.19,109.575,21.5,42,10,"R",44.41,54.69,"D",42,NA,2.41,NA
"335",53,1986,5,75.364,1.314595277,6.7,109.9,44.81,55.19,55.19,109.575,9.5,44,10,"D",44.41,54.69,"D",NA,44,NA,10.69
"336",53,1986,5,75.364,1.314595277,6.7,109.9,44.81,55.19,55.19,109.575,9.5,35,10,"R",44.41,54.69,"D",35,NA,9.41,NA
"337",53,1986,5,75.364,1.314595277,6.7,109.9,44.81,55.19,55.19,109.575,9,50,10,"D",44.41,54.69,"D",NA,50,NA,4.69
"338",53,1986,5,75.364,1.314595277,6.7,109.9,44.81,55.19,55.19,109.575,9,46,10,"R",44.41,54.69,"D",46,NA,1.59,NA
"339",53,1986,5,75.364,1.314595277,6.7,109.9,44.81,55.19,55.19,109.575,21,44,10,"D",44.41,54.69,"D",NA,44,NA,10.69
"340",53,1986,5,75.364,1.314595277,6.7,109.9,44.81,55.19,55.19,109.575,21,40,10,"R",44.41,54.69,"D",40,NA,4.41,NA
"341",54,1986,6,36.7,1.278620114,7.1,108.7,44.81,55.19,55.19,109.575,21.5,51,10,"D",44.41,54.69,"D",NA,51,NA,3.69
"342",54,1986,6,36.7,1.278620114,7.1,108.7,44.81,55.19,55.19,109.575,21.5,42,10,"R",44.41,54.69,"D",42,NA,2.41,NA
"343",54,1986,6,36.7,1.278620114,7.1,108.7,44.81,55.19,55.19,109.575,9.5,44,10,"D",44.41,54.69,"D",NA,44,NA,10.69
"344",54,1986,6,36.7,1.278620114,7.1,108.7,44.81,55.19,55.19,109.575,9.5,35,10,"R",44.41,54.69,"D",35,NA,9.41,NA
"345",54,1986,6,36.7,1.278620114,7.1,108.7,44.81,55.19,55.19,109.575,9,50,10,"D",44.41,54.69,"D",NA,50,NA,4.69
"346",54,1986,6,36.7,1.278620114,7.1,108.7,44.81,55.19,55.19,109.575,9,46,10,"R",44.41,54.69,"D",46,NA,1.59,NA
"347",54,1986,6,36.7,1.278620114,7.1,108.7,44.81,55.19,55.19,109.575,21,44,10,"D",44.41,54.69,"D",NA,44,NA,10.69
"348",54,1986,6,36.7,1.278620114,7.1,108.7,44.81,55.19,55.19,109.575,21,40,10,"R",44.41,54.69,"D",40,NA,4.41,NA
"349",55,1986,7,78.336,0.639479626,7,109.5,44.81,55.19,55.19,109.575,21.5,51,10,"D",44.41,54.69,"D",NA,51,NA,3.69
"350",55,1986,7,78.336,0.639479626,7,109.5,44.81,55.19,55.19,109.575,21.5,42,10,"R",44.41,54.69,"D",42,NA,2.41,NA
"351",55,1986,7,78.336,0.639479626,7,109.5,44.81,55.19,55.19,109.575,9.5,44,10,"D",44.41,54.69,"D",NA,44,NA,10.69
"352",55,1986,7,78.336,0.639479626,7,109.5,44.81,55.19,55.19,109.575,9.5,35,10,"R",44.41,54.69,"D",35,NA,9.41,NA
